code,area,price
11230110,199.3407035,4296130.653
11260101,525.9770492,3686610.07
11260102,355.0901639,4989676.23
11260103,229.4676259,3703187.05
11260104,626.498374,3903715.447
11260105,657.258427,3272370.787
11260106,1507.1,2530103.448
11290101,566.8791367,3502003.597
11290102,182.80625,5163437.5
11290103,1098,3298290.323
11290104,185.2461538,6176923.077
11290105,103.6947368,6103684.211
11290106,143.6625,7363125
11290107,188.8545455,5233863.636
11290108,146.3214286,7095357.143
11290109,186.7222222,5961944.444
11290110,1081.54,4840500
11290111,156.9363636,3449159.091
11290112,664.5258065,4242096.774
11290113,2732.15625,3796250
11290114,153.075,5073750
11290115,162.5607143,5157142.857
11290116,222.0833333,10775833.33
11290117,142.02,5135200
11290118,181.33,4595500
11290119,158.0689655,6001379.31
11290120,173.552381,4355238.095
11290121,128.0368421,4122631.579
11290122,97.19545455,4282954.545
11290123,161.4571429,3819761.905
11290124,235.6333333,5010555.556
11290125,189.4489796,5591428.571
11290126,142.1777778,5706111.111
11290127,135.4421053,4879473.684
11290128,144.7954545,3796363.636
11290129,199.5846154,5037692.308
11290130,91.2625,6078750
11290131,133.365,5481000
11290132,158.2,4040000
11290133,411.3614504,3026230.916
11290134,2106.812069,5397241.379
11290135,450.7696552,3641768.966
11290136,1084.640217,4278847.826
11290137,135,3541530.612
11290138,425.0827839,3346868.132
11290139,608.1116959,3398959.064
11305101,370.6300676,3696684.966
11305102,5222.369286,3234842.857
11305103,416.8845103,3212682.232
11305104,2742.583077,2008138.462
11320105,583.9139896,3036427.461
11320106,1369.815607,3129291.908
11320107,1283.3,3788665.138
11320108,2782.127044,2529443.396
11350102,2058.077119,3090953.39
11350103,1487.170492,3769095.628
11350104,2971.853571,2663642.857
11350105,2216.576133,3752421.45
11350106,3373.796154,3102256.41
11380101,1479.37,4004350
11380102,1183.85,4208933.036
11380103,447.3061404,4066311.404
11380104,291.088601,4091888.601
11380105,633.0012048,3326548.193
11380106,241.8730496,5633439.716
11380107,887.8238532,4268428.899
11380108,206.0243697,3968781.513
11380109,574.001626,3509150.407
11380110,312.8814815,3812592.593
11380114,4663.873626,1600076.923
11410101,156.7388889,7712777.778
11410102,333.2439024,5970121.951
11410103,210.2,6196666.667
11410104,741.0583333,7795000
11410105,1798.375,8172500
11410106,209.5411765,4128235.294
11410107,100.8090909,4724545.455
11410108,100.175,6800375
11410109,444.02,1279500
11410110,579.7780702,6297500
11410111,633.2505618,4165140.449
11410112,324.1098361,13140081.97
11410113,210.4647059,5173529.412
11410114,204.7142857,3477857.143
11410115,8106.25,2204125
11410116,260.2177419,11370483.87
11410117,723.177533,3678515.419
11410118,924.4114833,3057019.139
11410119,504.9197279,3965714.286
11410120,848.6292453,4599575.472
11440101,475.2235294,7462500
11440102,622.4891304,8203478.261
11440103,287.8666667,8100166.667
11440104,324.956,10846100
11440105,508.4055556,8166666.667
11440106,121.8,6360000
11440107,1677.8,8854615.385
11440108,226.1683333,7586166.667
11440109,163.3734694,7532755.102
11440110,181.4329114,9823354.43
11440111,1103.411765,7067254.902
11440112,183.6,5945000
11440113,241,7370000
11440114,476.1146341,7785000
11440115,714.9722222,8550000
11440116,151,8245000
11440117,1471,7190000
11440118,335.1428571,7227142.857
11440120,293.7899371,11393081.76
11440121,260.225,11501796.88
11440122,787.1828283,8463080.808
11440123,358.6371901,6630446.281
11440124,198.6083333,7408958.333
11440125,1631.674107,5502093.75
11440126,297.17,4969000
11440127,8381.777358,7258764.151
11470101,1674.637643,4645395.437
11470102,1279.087442,5215720.93
11470103,789.6676157,3087558.719
11500101,1252.3375,5443072.917
11500102,1011.417308,5414663.462
11500103,606.0541806,4224198.161
11500104,3184.425,5109214.286
11500105,6655.291429,5502285.714
11500106,3340.038889,4227486.111
11500107,3085.74,1977733.333
11500108,354.0833333,3647052.083
11500109,3246.218333,3875280.556
11500110,1143.659574,1071446.809
11500111,12371.5,262312.5
11500112,2917.294118,316529.4118
11500113,9775.357143,283500
11530101,1856.008511,4324393.617
11530102,475.3,4227977.099
11530103,182.3555556,4117847.222
11530106,747.4584615,3378507.692
11530107,628.5540541,3535382.883
11530108,687.3943925,3670285.047
11530109,1888.328205,2223974.359
11530110,2322.538462,3039846.154
11530111,6918.55,2522093.75
11530112,8874.266667,1954200
11545101,1913.602817,4074859.155
11545102,752.6143312,3515138.535
11545103,916.9659509,3422348.16
11560101,1168.466667,4769880.952
11560102,293.5,7503125
11560103,311.9071429,6942321.429
11560104,213.8481481,14250740.74
11560105,255.6421053,11747368.42
11560106,92.33,8648166.667
11560107,209.8764706,7357647.059
11560108,837.3814815,6153148.148
11560109,222.0454545,5381363.636
11560110,4770.148148,17294333.33
11560111,134.65625,5163281.25
11560112,399.1583333,5625416.667
11560113,467.9666667,6491481.481
11560114,860.0071429,5877142.857
11560115,308.7142857,6312857.143
11560116,249.36,5940250
11560117,379,4620000
11560118,165.665625,3785390.625
11560119,368.9866667,4751666.667
11560120,205.55,4957142.857
11560121,499.5037037,5837777.778
11560122,133.6666667,4740740.741
11560123,393.58,3505100
11560124,5355.84,5517000
11560125,937.1785714,5720535.714
11560126,272.3153846,4960000
11560127,796.6941176,4979117.647
11560128,271.0066667,5948333.333
11560129,529.6642857,5246071.429
11560130,474.2375,4178750
11560131,536.5,674250
11560132,745.5233983,4413161.56
11560133,595.3452055,4407148.402
11590101,639.1863905,7041035.503
11590102,868.2952532,4595715.19
11590103,217.385,5146166.667
11590104,159.1780488,4376634.146
11590105,1659.778218,6457529.703
11590106,6251.65,3853000
11590107,442.3144366,5890093.31
11590108,374.7425743,5211386.139
11590109,362.5704082,4644862.245
11620101,539.9489362,5292465.426
11620102,746.6726984,5229465.873
11620103,1551.523214,5835776.786
11650101,839.0330623,8323058.266
11650102,939.0615819,8853497.175
11650103,6615.870175,3696789.474
11650104,8305.043478,1015380.435
11650106,3366.498387,12414241.94
11650107,3326.513475,11190159.57
11650108,1515.083616,15904829.1
11650109,4485.609091,1636545.455
11650110,3095.558065,2263000
11650111,3351.790244,2499426.829
11680101,488.4705224,17613544.78
11680103,3451.921176,6715900
11680104,685.0327731,19830798.32
11680105,1372.01295,21613633.09
11680106,1328.258667,16876566.67
11680107,377.8706349,19692023.81
11680108,413.877451,14227745.1
11680110,40981.16667,21615833.33
11680111,6058.830556,3049472.222
11680112,5777.066667,4672814.815
11680113,4086.01,1805625
11680114,8117.051064,6237914.894
11680115,10270.86,6025725
11680118,546.3,11713578.95
11710101,6884.329474,10533494.74
11710102,56698.48333,32850000
11710103,657.3898876,5072707.865
11710104,288.8585366,8669817.073
11710105,266.6610526,8335684.211
11710106,388.8882353,8556838.235
11710107,1062.187273,8066331.818
11710108,3915.99697,6931186.869
11710109,18160.9,6246875
11710111,1135.045299,8870299.145
11710112,1500.413415,6469817.073
11710113,1384.712121,5398257.576
11710114,842.0459016,4920036.885
11740101,1302.646667,6128375
11740102,1307.137975,4207683.544
11740103,2319.375556,4124400
11740105,486.797479,5779016.807
11740106,941.9173913,4312239.13
11740107,556.4394366,4595475.352
11740108,343.1620112,6122709.497
11740109,319.4646429,5935776.786
11740110,15852.9,3494533.333
26110101,247.437415,1200693.878
26110102,139.6285714,2553142.857
26110103,208.1571429,3375000
26110104,96.15,4671875
26110105,230.275,5550833.333
26110106,142.7857143,5140000
26110107,533.325641,4331448.718
26110108,309.0166667,5078333.333
26110109,335.3333333,6060555.556
26110111,173,7271666.667
26110112,270.8272727,4576363.636
26110113,283.06,3597800
26110114,100.6,3639166.667
26110115,68.69591837,1371224.49
26110116,124.3,1792156.25
26110117,111.7588235,5045882.353
26110118,103.5375,5980625
26110119,149.1571429,1004539.683
26110120,90.02121212,1178843.434
26110121,110.4470588,2332500
26110122,100.1703704,2407592.593
26110123,79.57857143,7405000
26110124,110.3085106,6203404.255
26110125,127.5766667,3677333.333
26110126,106.5580645,2795483.871
26110127,246.5,9377500
26110128,111.7866667,6287000
26110129,63.64166667,6532916.667
26110130,180.7,7409000
26110131,136.2777778,25085000
26110132,63.51875,15058437.5
26110133,146.1,11873461.54
26110134,161.4857143,20077142.86
26110135,88.3875,11444375
26110136,95.20625,5951250
26110137,129.3090909,11181818.18
26110138,139.7,21619000
26110139,173.0611111,7604444.444
26110140,223.8842105,11075526.32
26110141,216.0666667,7408611.111
26140101,127.7936508,1712730.159
26140102,121.7073171,1241719.512
26140103,660.85,1599012.821
26140104,170.1028571,1933557.143
26140105,639.5774648,1555091.549
26140106,1162.27479,1131155.882
26140107,137.66,2885000
26140108,136.8433333,1460283.333
26140109,197.04,3761000
26140110,165.1666667,2865555.556
26140111,251.4848485,891727.2727
26140112,299.3277778,2730833.333
26140113,108.1866667,2537000
26140114,135.6,3049285.714
26140115,147.0285714,2417857.143
26140116,355.9028037,836733.6449
26140117,104.45,2808125
26140118,157.1411765,2689117.647
26140119,120.0671429,794157.1429
26140120,139.3688889,4383555.556
26140121,128.11875,1871875
26140122,130.4090909,2056090.909
26140123,306.4333333,1089121.528
26140124,1237.422523,1261554.054
26170101,424.0911765,1972222.549
26170102,575.1345304,1400094.89
26170103,263.5157143,1326714.286
26170104,380.7724036,2052222.552
26200101,154.024,2877200
26200102,186.624,2683200
26200103,105.2818182,1606590.909
26200104,178.2074074,1387055.556
26200105,111.4375,2391375
26200106,124.8475,1820475
26200107,224.7851852,1414148.148
26200108,113.6444444,2030555.556
26200109,109.9931034,2221793.103
26200110,117.1833333,1844000
26200111,455.7173913,1074717.391
26200112,85.26470588,832264.7059
26200113,256.9242424,644106.0606
26200114,304.5854545,825794.5455
26200115,98.372,1689600
26200116,121.2038462,1784269.231
26200117,220.1205128,2068448.718
26200118,283.0416667,1083041.667
26200119,579.2619048,771880.9524
26200120,367.4304527,734771.6049
26200121,722.0125,884474.4318
26230101,251.9986547,2636443.498
26230102,340.6868243,2442737.669
26230103,206.55,8399346.405
26230104,271.1841202,2438257.511
26230105,392.2784615,2571846.154
26230106,358.3681319,2240406.593
26230107,599.3402174,1686945.652
26230108,707.3197279,1742499.32
26230109,464.6596273,1670167.702
26230110,606.8339181,1527574.561
26230111,845.4575581,1949450.581
26260101,1404.221705,1588740.31
26260102,342.10625,2161093.75
26260103,294.1521739,1315956.522
26260104,851.2263158,2296592.105
26260105,162.025,1938850
26260106,269.1480769,2977500
26260107,726.0415842,3577064.356
26260108,843.3073846,2496811.385
26260109,1089.485,2469445.938
26290106,602.7883784,2688083.784
26290107,1718.446857,1438174.857
26290108,1542.265306,1214081.633
26290109,417.0221154,1937998.397
26290110,335.4076087,1080103.261
26290111,679.3283582,1172899.254
26320101,12116.30159,770973.0159
26320102,3150.367257,1289803.982
26320103,2202.83268,1101118.627
26320104,534.9104396,2342692.308
26320105,575.6451613,1570870.968
26350101,1832.873545,1088766.402
26350102,3139.965217,651329.3478
26350103,931.1502538,1392028.426
26350104,673.375,1587611.458
26350105,2530.637054,3426547.321
26350106,1580.552657,3550007.246
26350107,5357.487692,2780151.538
26350108,1198.424684,1978034.81
26380101,388.2178125,1607692.344
26380102,2861.106897,1598671.264
26380103,4462.205556,2482576.389
26380104,1229.500826,1132685.95
26380105,1149.092366,1070839.695
26380106,1525.120792,1262455.446
26380107,5766.976,687160
26380108,514.3352601,727204.9133
26410101,16052.18472,535761.1111
26410102,7801.918367,480596.9388
26410103,1066.455556,1116185.556
26410104,414.2819672,1687751.639
26410105,3087.977273,328242.0455
26410106,5892.125,254612.5
26410107,1655.791304,2149024.275
26410108,848.6493213,3098016.742
26410109,390.3688172,1730537.634
26410110,341.5701835,1413739.679
26410111,1227.848,1235104
26410112,1378.582353,807705.8824
26410113,4592.340351,328149.1228
26440101,3743.966102,955347.4576
26440102,6450.211392,728394.5148
26440103,2435.284388,697580.1688
26440104,4285.965161,1322848.387
26440105,1033.583333,519055.5556
26440106,1544.890909,389272.7273
26440107,2052.078431,330500
26440108,1856.677778,325244.4444
26440109,2778.922989,407867.2414
26440110,3486.891892,702350
26440111,2492.441071,572132.1429
26440112,6211.689189,344483.7838
26440113,10723.12917,580914.5833
26440114,14864.42632,487381.5789
26440115,8987.6,477848.5294
26440116,19670.42703,666728.3784
26440117,1701.006897,1180379.31
26440118,1676.756098,310142.6829
26440119,2696.396226,292183.9623
26440120,949.8,276267.5
26440121,1641.04918,372274.5902
26440122,1270.947368,421000
26470101,554.026776,2150656.284
26470102,546.2557404,2236858.985
26500101,328.8177914,1718917.178
26500102,211.0342466,2275513.699
26500103,999.9247312,2476973.118
26500104,623.5543933,2711495.816
26500105,801.9108696,3073451.087
26530101,9273.596429,1539669.643
26530102,2402.395283,1428282.547
26530103,665.7651685,1502084.27
26530104,814.116129,2587495.968
26530105,962.9207207,1666450.45
26530106,1853.599355,1563295.806
26530107,2436.025287,1363908.046
26530108,4089.895775,1253220.423
26710250,8954.295652,1093364.251
26710253,4553.497796,300512.259
26710256,4398.967424,662623.8636
26710310,4135.037363,761677.4725
26710330,4936.149135,229238.0623
27110101,206.8068966,1717258.621
27110102,1515.713043,2114608.696
27110103,187.0945455,1352754.545
27110104,166.4875,1465133.929
27110105,248.1275862,6920172.414
27110106,296.6340909,2436136.364
27110107,212.2846154,1644102.564
27110108,169.1618421,3131355.263
27110109,189.22,1780000
27110110,309.4666667,3221666.667
27110111,211.22,2276000
27110112,214.6,7541428.571
27110113,140.3272727,2706681.818
27110114,306.3,2742222.222
27110115,183,5752500
27110116,168.1,3325000
27110117,290.0846154,6590384.615
27110118,200.2285714,2413571.429
27110119,169.20625,10943437.5
27110120,181.755,3577750
27110121,253.8181818,3955454.545
27110122,202.5285714,7150053.571
27110123,319.8181818,18266818.18
27110124,210.4777778,2650000
27110125,135.65,1842645.833
27110126,106.7,2568277.778
27110127,205,2680000
27110128,149.26,1384600
27110129,244.6,2015000
27110130,207.5896552,1307568.966
27110131,315.98,1528666.667
27110132,175.8038462,1462211.538
27110133,200.6666667,1501111.111
27110134,163.0111111,1674833.333
27110135,261.1538462,1840884.615
27110136,554.2,2802500
27110137,221.1111111,3665000
27110138,139.8666667,2126166.667
27110139,175.2785714,3388928.571
27110140,415.5689655,2343948.276
27110141,331.2428571,2215571.429
27110142,99.65,2188500
27110143,177.1111111,3931666.667
27110144,173.4166667,1887208.333
27110145,145,1327357.143
27110146,158.72,1801700
27110147,127.0842105,1568947.368
27110148,79.57142857,6092142.857
27110149,218.08,1842500
27110150,121.4058824,2443117.647
27110151,114.9,3026045.455
27110152,179.0142857,1804142.857
27110153,121.5125,1046937.5
27110154,143.9012346,2682530.864
27110155,193.1925926,1406259.259
27110156,337.3133779,1706138.796
27110157,178.3365517,1774158.621
27140101,370.9428571,1447257.412
27140102,519.5239234,2083454.545
27140103,238.0349398,1230382.53
27140104,4573.528302,97090.56604
27140105,3543.873684,785582.8947
27140106,602.346988,761951.8072
27140107,3253.307692,323433.6538
27140108,2420.759259,868805.5556
27140109,393.8636364,908068.1818
27140110,245.125,816125
27140111,519.0217391,1110130.435
27140112,4555.130435,220988.0435
27140113,2991.057143,253834.2857
27140114,758.2244898,615387.7551
27140115,466.3948718,996589.7436
27140116,484.9222222,1259500
27140117,709.2705882,1145720.588
27140118,1982.814286,1259845.238
27140119,1147.705882,859738.8235
27140120,3696.49,1024266.667
27140121,4255.04,364202.5
27140122,4233.153846,129657.6923
27140123,3808.601754,1119667.544
27140124,3926.408475,1187172.034
27140125,8307.55,307218.75
27140126,952.4848485,719513.6364
27140127,1392,172539.4737
27140128,3464.723529,492970.5882
27140129,2285.542105,402534.2105
27140130,3516.757143,391240.4762
27140131,5676.777778,145663.8889
27140132,3540.26087,165698.4783
27140133,3831.44898,134123.4694
27140134,26727.54839,122014.0323
27140135,4284.87,247822.5
27140136,2835.285714,157614.2857
27140137,3300.571429,167621.4286
27140138,4729.25,101420.4167
27140139,4274.346154,127200
27140140,7443.380952,119311.9048
27140141,2966.266667,139246.6667
27140142,2142.181818,252587.5
27140143,2019.176471,229113.2353
27140144,5364.096774,176721.9355
27140145,6105.880435,564181.5217
27170101,254.3538889,1470908.333
27170102,294.2727477,1054194.82
27170103,264.9416667,1061691.092
27170104,2731.763636,315081.8182
27170105,771.35875,1104268.75
27170106,1247.1,1067230
27170107,157.0580645,953967.7419
27170108,658.6875,1196625
27170109,144.2,1051654.762
27200101,332.7552239,1345492.537
27200102,2129.210648,1209612.5
27200103,411.0813814,1381298.874
27230101,128.4074627,2458597.015
27230102,344.7065421,1617014.019
27230103,149.9166667,1278583.333
27230104,163.5947368,1505842.105
27230105,388.715,1622575
27230106,715.6077419,1259719.355
27230107,339.2358974,1423461.538
27230108,213.1698113,1359367.925
27230109,537.7697674,1547680.233
27230110,207.9364486,1223350.467
27230111,548.9407895,1325344.298
27230112,741.1730337,1417174.157
27230113,1426.198507,759231.3433
27230114,2014.412903,634720.9677
27230115,2746.317742,713332.2581
27230116,5556.342105,371471.0526
27230117,4528.076923,308871.1538
27230118,2454.470732,913100.6098
27230119,8355.473684,287644.7368
27230120,1697.345714,915142.8571
27230121,3676.133333,318026.6667
27230122,5323.54878,663221.9512
27230123,4555.312069,962468.1034
27230124,527.0809524,2042380.952
27230125,2090.360345,736746.5517
27230126,1923.119792,1124678.125
27230127,1556.865714,804332.8571
27230128,3105.769231,698069.2308
27230129,6479.544,380400
27230130,14390.59,834850
27230131,11466.5,592222.2222
27260101,700.083871,2938746.544
27260102,1375.463679,1922556.604
27260103,385.3956522,2241891.304
27260104,289.2627907,2406511.628
27260105,214.816,2784000
27260106,761.0377358,2697641.509
27260107,2078.37561,1828585.366
27260108,666.8023529,1875770.588
27260109,331.7175,1627481.25
27260110,2644.714286,1302050.714
27260111,1422.711111,3839023.016
27260112,1432.224242,1732229.293
27260113,5155.512766,1101820.213
27260114,1806.032258,2157919.355
27260115,1787.970455,1015019.318
27260116,1690.166667,237816.6667
27260117,2762.884211,1384578.947
27260118,2238.46,2648228.571
27260119,8345.371429,466802.8571
27260120,7606.969231,2190696.154
27260122,3483.689655,542931.0345
27260123,1987.529412,938367.6471
27260124,3631.695652,501739.1304
27260125,2929.04,347500
27260126,3511.764706,404088.2353
27260127,10187.86875,2217093.75
27290101,611.0657407,1276337.963
27290102,674.8044025,1530110.063
27290104,1982.053333,1132866.667
27290105,1296.041176,1487323.529
27290106,3363.981818,808227.2727
27290107,975.3654545,1553072.727
27290108,1693.702,1763209
27290109,2154.4875,892125
27290110,584.5697674,1448755.814
27290111,768.3403846,1497163.462
27290112,232.0195652,1558076.087
27290113,255.9343511,1749694.656
27290114,866.898,1624830
27290115,1304.340678,1701464.831
27290116,4148.464103,905288.7179
27290117,288.4651163,1926936.047
27290118,3852.646667,2066200
27290119,1881.709677,1636725.806
27290120,2552.4125,2018062.5
27290121,2060.436,1105160
27290122,961.1017143,1499047.714
27290123,3291.478723,1347781.915
27290124,963.2022222,1181455.556
27290125,8152.067647,1601088.235
27710250,2985.865125,821318.0605
27710253,2854.427907,321956.0133
27710256,3229.678544,631783.1418
27710259,5329.859328,239100.6903
27710262,3693.425088,290717.1378
27710265,1844.003817,422675.7634
27710310,7534.265128,249376.1923
27710330,3318.582492,140092.1044
27710380,3485.271028,281554.5171
28110101,102.55,1331250
28110102,228.95,1302500
28110103,192.1714286,1427142.857
28110104,155.0142857,2353571.429
28110106,240.125,1350000
28110107,201.7,1370000
28110108,366.9,1905000
28110109,206.9,1286666.667
28110110,105.1833333,1342500
28110111,127.6,2496250
28110112,114.0333333,1075500
28110114,298.2,1320000
28110115,989.95,1310000
28110116,227.8,1360000
28110117,1155.7,1405000
28110118,9146.365909,1035318.182
28110119,3152.166667,774833.3333
28110120,224.5,1115000
28110121,279.7,1292423.077
28110122,296.988,1248060
28110123,534.46875,1903750
28110124,116.2451613,2504193.548
28110125,667.9833333,1394861.111
28110126,454.25,1190671.875
28110127,147.6647059,1341852.941
28110128,2237.511628,1288034.884
28110129,127.2428571,1320714.286
28110130,177.4,1347892.857
28110131,148.4473684,1151105.263
28110132,1202.192308,1267089.744
28110133,136.8697674,2339441.86
28110134,174.1472222,1666250
28110135,169.0705882,1651323.529
28110136,209.42,2534833.333
28110137,176.08,1005740
28110138,5896.915385,1293461.538
28110139,154.8,1707055.556
28110140,144.6,1380350
28110141,170.2111111,1507833.333
28110142,142.4777778,1007805.556
28110143,308.4666667,1024000
28110144,182.59,1441900
28110145,4056.831532,987698.1982
28110146,2396.497516,804434.7826
28110147,41320.87168,1171681.416
28110148,3334.101667,581954.1667
28110149,2922.706796,569776.699
28110150,1885.292537,355067.1642
28110151,1847.229508,441122.9508
28110152,4311.566667,261446.9697
28140101,2388.603922,933431.3725
28140102,634.4393939,972856.0606
28140103,1360.043023,1663837.209
28140104,122.7575,1298512.5
28140105,96.62692308,1105076.923
28140106,104.7553191,1306010.638
28140107,599.4331967,1305028.689
28177101,397.8278195,1682597.744
28177102,797.5454545,1587058.651
28177103,2689.173885,1643614.65
28177104,760.2619247,1666525.105
28177105,367.4013233,1986728.733
28177106,2455.267442,1447872.093
28177107,4977.171667,1194625
28185101,1935.660377,1528268.868
28185102,2632.989655,1069405.172
28185103,4075.304444,1629550
28185104,1725.388571,1520828.571
28185105,8436.790476,1387587.302
