code,area,price
28185106,42283.20244,2407073.171
28200101,1294.487375,2256001.661
28200102,934.9247934,1815043.388
28200103,1087.461009,1673573.394
28200104,2111.787234,854010.6383
28200105,2990.192308,1267474.359
28200106,2216.833333,477361.1111
28200107,1707.270909,908936.3636
28200108,1435.526316,536302.6316
28200109,1771.876389,791118.0556
28200110,3747.683168,1928321.782
28200111,2110.349153,1518127.119
28237101,634.7973384,3235595.057
28237102,774.8497537,1758857.143
28237103,1067.983571,1658067.857
28237104,1488.56087,1634426.087
28237105,2629.003846,1982750
28237106,972.2313725,1714813.725
28237107,1059.194309,1906382.114
28237108,1036.580488,1545731.707
28237109,13972.96,998900
28245101,1035.604167,1476875
28245102,1209.666197,2020835.563
28245103,598.3989362,1909308.511
28245104,1302.265217,1343391.304
28245105,460.3694444,1817444.444
28245106,1895.990909,2318772.727
28245107,907.756,1314060
28245108,2096.96875,585718.75
28245109,2632.040909,1092000
28245110,1797.213333,811633.3333
28245111,1820.855,698150
28245112,2714.113333,522100
28245113,2390.825,578375
28245114,2151.857143,467571.4286
28245115,2291.75,128625
28245116,1966.642857,324178.5714
28245117,1191.24,487225
28245118,1977.785714,341642.8571
28245119,2057.380952,334238.0952
28245120,3147.743478,283673.913
28245121,4811.38,299000
28245122,4736.165217,418934.7826
28245123,955.39375,1067062.5
28260101,5341.909091,654121.2121
28260102,5708.1875,211937.5
28260103,1516.932911,1411924.051
28260104,4487.71,885800
28260105,7419.706897,546743.1034
28260106,1038.956522,999445.6522
28260107,976.9068966,1661073.276
28260108,4642.13913,1668115.942
28260109,326.742,1311440
28260110,1043.040523,1490434.641
28260111,9805.808333,909055.5556
28260112,2066.271739,1410601.449
28260113,2055.638384,1487777.778
28260114,5721.308955,1431940.299
28260115,9821.806522,1351532.609
28260117,2951.668,288320
28260118,2034.003571,498973.2143
28260119,2058.577174,669429.3478
28260120,2327.069841,1056269.841
28260121,4151.58254,1127285.714
28260122,21653.4125,1860447.917
28710250,1932.357273,374369.2424
28710310,2609.859873,103734.7134
28710320,2898.986364,84807.72727
28710330,2634.466667,143139.0034
28710340,3701.143443,90309.15984
28710350,3250.895305,75332.0892
28710360,3246.504636,103309.9338
28710370,3212.017838,60111.35135
28710380,3020.914545,45906.36364
28710390,2788.576582,58355.6962
28710400,3557.384674,34068.00766
28710410,8991.637821,78139.64744
28710420,4198.039216,12220.68627
28720310,3109.431507,141157.5342
28720330,5627.078855,27108.01762
28720340,5755.753425,18595.68493
28720350,7630.749342,31962.30263
28720360,8079.863462,150472.1154
28720370,4170.755102,38056.12245
28720380,3488.942857,21061
29110101,210.8086957,1449858.696
29110102,238.5384615,2202000
29110103,158.2105263,1750184.211
29110104,258.5411765,1074470.588
29110105,235.5222222,2310000
29110106,198.5294118,1558323.529
29110107,202.9392857,1358339.286
29110108,168.1744681,924574.4681
29110109,380.2436364,923233.3333
29110110,377.1546875,743914.0625
29110111,947.8422819,739413.0872
29110112,192.6052632,1775263.158
29110113,197.7,4060625
29110114,161.6870968,1101177.419
29110115,328.4333333,1550133.333
29110116,193.135,2081600
29110117,206.9642857,4838214.286
29110118,168.9697674,1080465.116
29110119,1647.554464,605021.875
29110120,7174.519231,84186.53846
29110121,3062.836364,385472.7273
29110122,763.3801724,1057579.741
29110123,5276.013158,207552.6316
29110124,2865.646667,242233.3333
29110125,6962.855319,161367.0213
29110126,4193.147273,414658.1818
29110127,167.4,8118571.429
29110128,232.65,9791250
29110129,231.35,6718125
29110130,213.49,2476500
29110131,228.1,9172500
29110132,218.9,5352000
29110133,383.325,3640000
29110134,232.55,2910000
29140104,154.2090909,972200
29140106,379.4282609,847967.3913
29140115,1125.97,1132925
29140116,823.4741935,605709.6774
29140117,2179.83871,290483.871
29140118,413.6005814,941904.0698
29140119,863.544186,1013927.326
29140120,1337.978571,2264544.643
29140121,507.676,799420
29140125,2302.315385,199096.1538
29140126,2729.026316,182947.3684
29140127,2932.366667,89351.85185
29140128,1583.632857,902678.5714
29140129,2063.658621,304637.931
29140130,1057.249231,1030900
29140131,1843.9,870047.619
29140132,2621.971429,459714.2857
29140133,1382.717647,958500
29155101,205.5571429,675607.1429
29155102,149.85,902583.3333
29155103,167.725,709087.5
29155104,211.2716102,787398.3051
29155105,334.1927928,865954.955
29155106,664.5317365,1026401.198
29155107,13250.48696,613593.4783
29155108,1679.303571,947330.3571
29155109,3111.4375,83778.125
29155110,1527.579167,579916.6667
29155111,2971.792308,830134.6154
29155112,1554.266667,521410.2564
29155113,890.3862745,892921.5686
29155114,1029.652564,804294.8718
29155115,2134.612941,1376511.765
29155116,1464.6875,106437.5
29155117,2097.333333,73266.66667
29155118,2612.346667,67293.33333
29155119,2034.894737,89973.68421
29155120,999.6190476,283357.1429
29155121,7414.55,275220.4545
29155122,1926.980952,73390.47619
29155123,2215.690476,98376.19048
29155124,3532.1,75091.17647
29155125,1480.916667,91250
29155126,4553.93,88821.25
29155127,2493.875,93118.75
29155128,2410.05,96340
29155129,3568.481481,81144.44444
29155130,1834.176471,84500
29170101,189.571066,909964.467
29170102,477.5213115,936663.9344
29170103,221.8972973,1269378.378
29170104,181.2365854,983585.3659
29170105,535.2266667,787960
29170106,247.4863309,778428.0576
29170107,370.0841667,1090345.833
29170108,2609.119149,526351.0638
29170109,693.7013514,798743.2432
29170110,228.4505618,996926.9663
29170111,177.4678571,1032017.857
29170112,1032.004598,755666.6667
29170113,1318.85122,672926.8293
29170114,771.1832512,754780.7882
29170115,677.8682927,722250
29170116,1323.698214,460790.1786
29170117,1245,555081.0811
29170118,3671.921053,93807.89474
29170119,6362.188235,29702.94118
29170120,7611.948718,52396.15385
29170121,4242.398182,101040.9091
29170122,5479.884615,70543.26923
29170123,11756.14815,37942.03704
29170124,5629.45,71491.25
29170125,2465.129032,100695.1613
29170126,1288.807895,509144.7368
29170127,3091.815517,715787.931
29170128,1556.851852,595191.358
29170129,2836.813889,526319.4444
29170130,2554.834615,844750
29170131,1121.336667,438733.3333
29170132,2051.518519,206981.4815
29170133,2141.8,84985
29170134,2614.235294,65558.82353
29170135,3427.606061,76348.48485
29170136,2087.6,174064.1026
29170137,1935.75,82597.91667
29170138,4019.517857,107548.2143
29170139,2045.863333,164383.3333
29170140,1685.846154,275884.6154
29170141,30843.65556,493222.2222
29200101,3668.257576,1177952.02
29200102,441.9789474,657572.3684
29200103,899,32000
29200104,1914.375862,504827.5862
29200105,5219.48,112850
29200106,26092.59535,313186.0465
29200107,1537.574359,700897.4359
29200108,1297.153425,521616.4384
29200109,1109.638596,704350.8772
29200110,737.5,560500
29200111,4802.96875,49018.75
29200112,2887.211111,486444.4444
29200113,1635.315625,444593.75
29200114,1776.588889,1158388.889
29200115,734.9821429,854607.1429
29200116,696.76,1423333.333
29200117,4336.75,357291.6667
29200118,1922.167105,754276.3158
29200119,630.782716,922512.3457
29200120,2883.988462,756403.8462
29200121,3597.180952,267809.5238
29200122,2654.016129,211741.9355
29200123,2037.110811,1269675.676
29200124,902.88125,1016281.25
29200125,2271.121053,1045407.895
29200126,2440.727273,205356.8182
29200127,1860.914754,567720.4918
29200128,844.7681416,940309.7345
29200129,3081.296296,48176.11111
29200130,2690.642857,46855.35714
29200131,4162.488235,92635.29412
29200132,2261.192308,40532.69231
29200133,5016.96,41700
29200134,2621.787879,103762.1212
29200135,5770.466667,41500.5
29200136,4583.970588,43738.23529
29200137,10698.325,30046.875
29200138,1699.1,149150
29200139,2493.6375,66272.91667
29200140,2107.346154,54219.23077
29200141,2803.076923,42500
29200142,2112.409091,103590.9091
29200143,1720.625,242968.75
29200144,1772.363636,82545.45455
29200145,1699.296296,427166.6667
29200146,3773.533333,373222.2222
29200147,1133.111111,413666.6667
29200148,1345.785714,374035.7143
29200149,2325.05,167225
29200150,2416.736364,176386.3636
29200151,2880.84,55490
29200152,3674.111111,37751.85185
29200153,1509,86541.66667
29200154,2880.121212,52227.27273
29200155,10521.19667,138416.6667
29200156,1295.558333,137687.5
29200157,2573.291667,47270.83333
29200158,3756.821429,57278.57143
29200159,3027.541667,36610.41667
29200160,3692.353333,199725.5556
29200161,3371.681818,33659.09091
29200162,5843.692308,22796.15385
29200163,3914.206897,28808.62069
29200164,3020.62963,37448.14815
29200165,2183.090909,31204.54545
29200166,3671.884615,30296.15385
29200167,2501.353571,54194.64286
29200168,1467.055556,77972.22222
29200169,1689.652174,49652.17391
29200170,5357.833333,31650
29200171,5043.458333,31629.16667
29200172,10127.0625,15581.25
29200173,3265.391304,34250
29200174,4891.583333,39337.5
29200175,4345.53125,31993.75
29200176,3219.857143,30400
29200177,3043.235714,31482.14286
29200178,4818.377273,28786.36364
29200202,5139.61875,437750
30110101,185.9925,1867675
30110102,195.6219512,931597.561
30110103,271.4166667,1038291.667
30110104,865.34375,811531.25
30110105,1136.06,972687.7778
30110106,204.947619,839190.4762
30110107,1328.891566,678951.8072
30110108,2860.615385,117961.5385
30110109,1113.745349,830965.1163
30110110,741.0547945,1128513.699
30110111,1914.501449,1016347.826
30110112,195.7647059,1079588.235
30110113,400.8717949,1058012.821
30110114,518.575,950416.6667
30110115,752.8070588,1334535.294
30110116,200.2089552,1068582.09
30110117,241.6390244,1005865.854
30110118,676.1544715,930516.2602
30110119,179.8348837,1542069.767
30110120,157.0181818,2267445.455
30110121,2933.655172,106941.3793
30110122,2879.758333,102279.1667
30110123,2472.230769,65030.76923
30110124,7692.5,2625
30110125,5882.266667,69556.66667
30110126,6386.089189,36913.51351
30110127,6140.714286,38818.33333
30110128,5963.42,150457.6667
30110129,4456.458333,60871.45833
30110130,5649.92,123493.8
30110131,5195.3,81850
30110132,5187.125,31893.75
30110133,14749,5036.25
30110134,10852.44444,28466.66667
30110135,2660.230769,38706.92308
30110136,2892.285366,615550
30110137,3131.2,233644
30110138,4326.916667,129452.0833
30110139,4517.782759,493489.6552
30110140,9870.222222,42443.33333
30110141,10020.98462,50440.38462
30110142,8773.257895,286797.3684
30110143,12021.03171,57962.19512
30110144,2931.531915,67013.40426
30110145,8995.495745,132942.5532
30140101,175.165625,3576429.688
30140102,263.6713333,1313650
30140103,1548.155556,1176972.222
30140104,2063.832075,983056.6038
30140105,238.7644295,1441385.906
30140106,197.5067568,950452.7027
30140107,1125.517742,631270.9677
30140108,677.7666667,540789.3939
30140109,437.0378378,690635.1351
30140110,360.5818182,818131.8182
30140111,229.9112676,849267.6056
30140112,238.2138462,1312484.615
30140113,331.3520833,1867052.083
30140114,1243.971429,1187650
30140115,250.378125,1153191.406
30140116,1367.83945,903714.6789
30140117,398.1795455,853313.0682
30140118,6379.283333,561304.1667
30140119,1566.672727,539998.4848
30140120,8338.005556,54208.33333
30140121,10295.98333,56016.66667
30140122,14278.58824,87329.41176
30140123,5480.795,109815
30140124,17033.58519,64114.81481
30140125,6045.785,62157.5
30140126,9882.25,50669.64286
30170101,1102.484211,919855.2632
30170102,1263.01087,987842.3913
30170103,374.6605556,1104425
30170104,3237.164151,649809.434
30170105,227.8268293,1420579.268
30170106,398.1921053,1746690.789
30170108,476.1,1270270.115
30170109,777.7560976,1161560.976
30170110,652.0916667,971020.8333
30170111,303.7509804,1072127.451
30170112,1869.029688,3558359.375
30170113,1620.835849,1168009.434
30170114,1077.960345,880379.3103
30170115,4456.313043,1262304.348
30170116,2128.151667,1167533.333
30170117,5752.934,175706
30170118,5196.486111,85015.27778
30170119,5292.135135,77332.43243
30170120,6114.83871,60291.93548
30170121,3595.395833,128314.5833
30170122,3357.653846,73094.23077
30170123,7156.433333,62195
30170124,2566.369565,61888.04348
30170125,4493.26087,67691.30435
30170126,4799.2,71694
30170127,4660.463415,110851.2195
30170128,534.5294118,2009970.588
30200101,1672.978723,987943.617
30200102,1893.096774,533267.7419
30200103,3422.133333,453638.0952
30200104,1336.988889,707208.3333
30200105,885.5394737,880750
30200106,3453.316129,762979.0323
30200107,4949.390244,124989.0244
30200108,3837.259259,110727.7778
30200109,7698.05,121747.5
30200110,3590.333333,167984.8485
30200111,465.8642857,2702952.381
30200112,1022.93913,1061396.739
30200113,955.3741935,1146854.839
30200114,348.8052632,1422105.263
30200115,5484.494118,1070205.882
30200116,1099.310714,684714.2857
30200117,889.2318182,1380121.212
30200118,11175.25,364958.3333
30200119,1246.5,1116216.216
30200120,2358.961111,1776055.556
30200121,2079.0925,1300125
30200122,293.0057143,1901371.429
30200123,4732.346667,1578300
30200125,7142.040625,1266921.875
30200126,16588,41000
30200127,6372.67619,1795690.476
30200128,11045.8,332583.3333
30200129,12479,190083.3333
30200130,7202.2,308843.75
30200131,17293.66667,131166.6667
30200132,4573.327586,559336.2069
30200133,20654,112333.3333
30200134,5934.233333,687833.3333
30200135,2783.333333,265833.3333
30200137,6416.037037,271031.4815
30200138,1158.34,371452.5
30200139,1624.93871,1360435.484
30200140,3274,1404785.714
30200141,1049.871875,1188687.5
30200142,2653.833333,481000
30200143,2299.457895,622236.8421
30200144,17041,885388.8889
30200145,3339.067647,660407.3529
30200146,2767.463415,1486475.61
30200147,5452.295,921960
30200148,7205.526316,112031.5789
30200149,3753.777778,157805.5556
30200150,6933.3125,88278.125
30200151,74213.57692,226584.6154
30200152,8593.952381,552514.2857
30200153,9521.190476,353300
30230101,540.1361538,1129288.462
30230102,1651.777778,601420.6349
30230103,5978.285714,544838.7755
30230104,2665.038462,288975
30230105,3009.6,297208.3333
30230106,4251.454545,366178.7879
30230107,2060.235849,959365.0943
30230108,14145.12381,969328.5714
30230109,283.1252525,1186934.343
30230110,3005.676,773961
30230111,2721.664815,932027.7778
30230112,2495.456522,650695.6522
30230113,5019.371429,458357.1429
30230114,2319.41875,416531.25
30230115,565.372093,579186.0465
30230116,2869.491304,483573.913
30230117,1971.2875,460387.5
30230118,4142.625,97870
30230119,18740.77778,89655.55556
30230120,6781.557895,58828.94737
30230121,7934.230769,56311.53846
30230122,5518,7075
30230123,36739,890
30230124,3620.357143,89471.42857
30230125,2393.333333,113335.4167
30230126,842.0314815,920721.7593
31110101,261.009375,1123729.167
31110102,255.4702128,1431808.511
31110103,433.9952941,1111447.059
31110104,267.7058824,1497058.824
31110105,183.1685185,2070944.444
31110106,229.3728814,2693050.847
31110107,250.04,1431344.444
31110108,531.6697917,1377166.667
31110109,1501.302885,720576.9231
31110110,3201.497727,732318.1818
31110111,616.2653543,1264141.732
31110112,1653.99115,834289.3805
31110113,203.09375,763937.5
31110114,637.8702703,990986.4865
31110115,629.2636364,1304085.227
31110116,3750.869565,423847.8261
31110117,2615.260417,792812.5
31110118,220.7760331,1322128.099
31140101,582.5769231,1631216.346
31140102,2634.078571,1325458.333
31140103,4438.186047,436883.7209
31140104,437.2050343,1776157.895
31140105,484.0899038,2253384.615
31140106,790.7240741,2401009.259
31140107,10744.82857,317171.4286
31140108,547.1345946,1181535.135
31140109,2643.332203,548813.5593
31140110,6440.74,227416.6667
31140111,38458.44,171100
31140112,22264.5,172125
31140113,24830.775,118468.75
31140114,26719.7,267062.5
31140115,4361.227273,217363.6364
31140116,9527.333333,197666.6667
31140117,31757.37778,195500
31140118,618.9090909,441431.8182
31140119,26981.3125,356000
31170101,4438.616583,886613.3166
31170102,1193.837963,1074576.852
31170103,769.9763158,1138592.105
31170104,14358.04898,1165266.837
31170105,11847.85714,39085.71429
31170106,2774.396226,428819.8113
31170107,4963.543137,668225.4902
31170108,1637.542857,809335
31200101,4054.4,267651.25
31200102,1000.551429,1032040.952
31200103,5363.271429,710836.7347
31200104,3566.205128,110841.0256
31200105,1638.966667,940649.1228
31200106,5306.8975,450743.75
31200107,2226.133333,342856.6667
31200108,3176.015873,253905.5556
31200109,4404.222,190601
31200110,4059.545455,118747.7273
31200111,4257.638298,131613.8298
31200112,2016.203846,326992.3077
31200113,1240.04878,844682.9268
31200114,5169.173913,432928.2609
31200115,5424.916667,73152.5
31200116,2769.241379,256050
31200117,5151.243243,127183.7838
31200118,3246.632609,721557.6087
31200119,4731.911111,177006.6667
31200120,4028.813333,1593566.667
31200121,1272.464444,1296900
31200122,2138.743529,901085.2941
31200123,5379.159375,516084.375
31200124,5610.376596,720125.5319
31200125,1788.092063,931363.4921
31200126,11202.66,709424.2857
31200127,1701.685455,683129.0909
31710250,9254.793286,446338.1625
31710253,3691.988169,426888.2817
31710256,3694.7469,292797.9784
31710259,4409.636316,324072.2368
31710262,5015.623881,282411.6418
31710265,3430.467416,385848.8764
31710310,4637.661639,254559.5082
31710340,4821.727879,157856.8636
31710360,4752.653546,99916.06383
31710370,5988.616054,65634.44816
31710380,4821.944554,147881.1262
31710400,8846.0625,70142.54808
36110101,156351.3333,1997944.444
36110102,18240.25,3035000
36110103,5973.25,2518750
36110104,20622.54,2542700
36110105,226465.6,734333.3333
36110106,12135.9125,1504750
36110107,9467.3875,4140625
36110108,16543.76667,2217166.667
36110109,766.7875,1866937.5
36110110,9145.3,2903500
36110111,1021.8,2555000
36110112,39350.14063,1376531.25
36110113,5591.463636,1727727.273
36110114,8721.236364,1623863.636
36110115,134657.3167,973333.3333
36110116,23052.11111,1300666.667
36110117,23895.85714,488500
36110118,17859.38462,846153.8462
36110250,1470.582479,766598.2906
36110310,3488.31203,277378.1955
36110320,4705.768212,168215.2318
36110330,4191.068,232995
36110340,5093.690349,285870.1072
36110350,4622.951087,220554.1667
36110360,3916.742336,160455.4745
36110370,8458.761837,110489.576
36110380,5105.301376,74658.25688
36110390,4817.93012,110802.4096
41111129,1738.548193,1376922.289
41111130,1350.461957,1745000
41111131,2497.470833,602890.625
41111132,867,1798553.846
41111133,1548.76087,2011478.261
41111134,259.8321429,1777410.714
41111135,936.4015625,1565708.594
41111136,3702.805882,1474017.647
41111137,226.9390625,1409500
41111138,4749.324324,216332.4324
41111139,3985.441176,329242.6471
41113126,653.2358289,1690120.321
41113127,2595.707692,1478519.231
41113128,1632.830952,1124273.81
41113129,2699.7,997490.3846
41113130,2106,325000
41113131,1334.686207,1653189.655
41113132,2394.446296,1610500
41113133,664.2647059,1499813.725
41113134,6901.129268,1283536.585
41113135,3211.047619,1189023.81
41113136,1129.04186,1728267.442
41113137,2517.205,2307590
41113138,1454.8,621500
41113139,801.375,661812.5
41113140,1934.025,474319.4444
41113141,3853.691429,716214.2857
41115120,215.95,2992500
41115121,250.1692308,5237307.692
41115122,240.8,5671666.667
41115123,200.6153846,1747692.308
41115124,170.1727273,6006363.636
41115125,187.75,3494583.333
41115126,200.375,2470625
41115127,270.5086957,1492347.826
41115128,193.2666667,1334000
41115129,242.5,1801785.714
41115130,217.375,1841250
41115131,199.75,1777187.5
41115132,365.6666667,1935222.222
41115133,278.8538462,2041538.462
41115134,241.16,5997800
41115135,236.5107143,2994821.429
41115136,228.7,1776964.286
41115137,308.4451613,1740725.806
41115138,706.4925926,1833115.741
41115139,197.1755556,1584883.333
41115140,594.7958904,1998089.041
41115141,879.9777778,2766268.519
41117101,8628.490517,2206633.621
41117102,1150.355556,2331120.37
41117103,8158.578,2407925
41117104,5429.416667,3031125
41117105,1709.8,3065008.929
41117106,3251.73125,2527187.5
41117107,3990.447368,1894736.842
41131101,1545.488571,4021735.714
41131102,350.5511521,2979366.359
41131103,166.5577778,3610192.593
41131104,1047.384615,3239051.282
41131105,103.2515625,3883906.25
41131106,2005.95,2550142.857
41131107,2554.693548,3180766.129
41131108,5350.1,5132880
41131109,1768.363636,2036954.545
41131110,1796.428571,1404321.429
41131111,7217.674074,1019962.963
41131112,6305.37619,1777595.238
41131113,3726.767442,935674.4186
41131115,4043.2,1591840
41131116,6605.651429,928128.5714
41131117,1864.352941,1549147.059
41133101,949.7858333,4634241.667
41133103,1046.952717,3563429.348
41133104,1432.914085,2475107.746
41133105,1576.328571,2751643.095
41133106,5491.953333,2372150
41133107,6964.104348,1423282.609
41133108,3571.431034,425986.2069
41133109,1003.650943,2539066.038
41133132,1266.959692,5600661.538
41135101,2658.005882,2884176.471
41135102,7049.885714,4934142.857
41135103,2964.112245,5400693.878
41135104,13109.34615,996673.0769
41135105,4845.852,4577760
41135106,4086.055882,2079882.353
41135107,4263.609859,3702471.831
41135108,915.0229167,4219010.417
41135109,6460.792308,7749423.077
41135110,2632.054545,4149151.515
41135111,5000.981481,2661222.222
41135112,3421.789474,1578263.158
41135113,3133.84,1033280
41135114,6136.305263,4414144.737
41135115,3206.053947,3081771.711
41135116,3731.55814,1354883.721
41135117,2162.870968,535417.7419
41135118,35115.5,1059750
41150101,650.5996528,2896199.479
41150102,3620.694059,1471790.099
41150103,12707.85,705937.5
41150104,2361.011607,1419236.607
41150105,1609.442029,1116953.623
41150106,1719.065455,1701103.636
41150107,6432.576667,479575
41150108,11791.94595,212095.9459
41150109,2310.24625,1505649.375
41150110,2086.260697,1509514.428
41150111,1808.02987,1089032.468
41150112,3388.771739,670358.6957
41150113,7514.638889,605773.6111
41171101,1087.854884,2984396.512
41171102,2712.539865,1662331.081
41171103,1476.343564,1713782.178
41173101,3221.532979,2744436.17
41173102,1697.891935,3422642.473
41173103,2928.553333,3560000
41173104,1867.025,3510214.844
41190101,596.5961538,2352384.615
41190102,322.1428571,3451462.585
41190103,3917.340984,2442442.623
41190104,810.6237288,2418483.051
41190105,1759.636364,2318409.091
41190106,228.0192308,2587730.769
41190107,532.8446429,2389339.286
41190108,2737.371591,3523295.455
41190109,2847.125316,3286772.152
41190110,1191.531304,2571969.565
41190111,529.6183673,2751377.551
41190112,7775.636364,1981636.364
41190113,1236.970423,2773443.662
41190114,1130.405,2310812.5
41190115,2621.546667,1432916.667
41190116,3706,360000
41190117,2719.790909,1573490.909
41190118,3172.92,1442000
41190119,1437.762222,1524788.889
41190120,476.2063158,2047368.421
41190121,969.5849462,1547376.344
41190122,1755.483871,402516.129
41190123,2311.986,1904340
41190124,708.1590909,2149090.909
41210101,667.720068,3384496.599
41210102,3762.146809,4018159.574
41210103,5135.8,2811364.865
41210104,3828.921239,2297823.009
41210105,2297.74026,644129.8701
41210106,9108.531034,2058568.966
41210107,2317.971429,685607.1429
41210108,2166.76087,678097.8261
41220101,900.3,1737603.125
41220102,2668.211538,869788.4615
41220103,5566.195238,660714.2857
41220104,5710.4125,403562.5
41220105,4381.186957,432347.8261
41220106,5159.577778,297644.4444
41220107,2527.435897,400923.0769
41220108,8411.636364,417848.4848
41220109,2173.23913,1226543.478
41220110,1187.37479,1210542.017
41220111,1344.759459,601310.8108
41220112,384.8148148,1788509.259
41220113,551.4278689,3061893.443
41220114,386.42,1544442.857
41220115,1181.7875,542625
41220116,1422.26087,197543.4783
41220117,584.5882353,1468139.706
41220118,1763.602105,1505657.895
41220119,1204.304348,1383750
41220120,2358.831481,981148.1481
41220121,1321.093939,1088242.424
41220122,2010.272727,371818.1818
41220123,3636.027273,779636.3636
41220124,2767.036,1230800
41220125,4158.923077,149750
41220126,2321.892857,330732.1429
41220127,3527.809756,621097.561
41220250,1751.610274,490477.1689
41220253,2154.922466,497230.137
41220256,5775.681628,311100
41220259,3034.094206,215946.3519
41220310,3221.634951,350322.0065
41220320,2515.232877,228668.9498
41220330,2395.963662,851346.4789
41220340,3057.642424,172252.1645
41220370,2471.7,243217.9648
41250101,4187.843333,389707.5
41250102,1729.851613,825667.7419
41250103,804.9891304,822373.913
41250104,7259.081818,175842.7273
41250105,17082,25900
41250106,1062.163636,625918.1818
41250107,3617.516129,322375.8065
41250108,6984.490566,99860.37736
41250109,7026.451064,292180.8511
41250110,30543.45833,145719.7917
41250111,10629.28571,108620.7792
41250112,2470.62623,239447.9508
41271101,1689.890909,1570886.364
41271102,519.9166667,1901508.333
41271103,2184.147009,1633047.009
41271104,1055.266165,1629458.647
41271105,3089.282353,671397.0588
41271106,6305.3125,292781.25
41271107,11596.16222,1193366.667
41271108,14866.925,1426312.5
41271109,2249.404,1527820
41271110,3478.952381,396892.8571
41271111,2266.918182,599734.8485
41271112,4735.826923,384269.2308
41271113,2785.706383,692670.2128
41271114,2192.640741,524509.2593
41271115,4292.565217,335217.3913
41273101,3484.85303,2433606.061
41273102,1076.205556,1425777.778
41273103,2152.265116,743122.093
41273104,4951.745946,919824.3243
41273105,7518.99375,826437.5
41273106,5351.9125,609500
41273107,25372.34286,1424732.143
41273108,2036.325,2269812.5
41273109,1626.178218,1293267.327
41273110,2071.762136,158140.7767
41273111,2023.93254,315682.5397
41273112,7230.11831,133489.4366
41273113,3290.636842,218263.1579
41273114,3209.785714,20889.28571
41273115,4919.933333,276466.6667
41281101,1344.324176,1454554.945
41281102,10591.41296,338990.7407
41281103,4112.096429,989642.8571
41281104,2346.31875,1205687.5
41281105,6456.717021,950010.6383
41281106,1678.428378,1428263.514
41281107,606.6,109780
41281108,4101.3,662725
41281109,3651.865672,1452061.194
41281110,6174.628,819100
41281111,2428.7,2471197.368
41281112,13520.26471,1400308.824
41281113,2432.378788,706613.6364
41281114,4246.67551,393112.2449
41281115,5706.555556,210750
41281116,2756.533333,1126907.407
41281117,4314.463768,394905.7971
41281118,1991.046875,828734.375
41281119,4974.166667,403992.4242
41281120,973.8219048,1970719.048
41281121,1992.222222,628537.037
41281122,1455.21875,769437.5
41281123,3404.266667,2939822.917
41281124,3417,543900
41281125,2098.884615,867442.3077
41281126,1577.035714,687089.2857
41281127,1535.75,364625
41281128,3259.837143,2433950
41281129,1128.02037,1310703.704
41281130,2244.775,652400
41281131,2309.536585,1338121.951
41281132,3372.860526,2065684.211
41285101,3093.893056,1211090.278
41285102,8410.024242,1682378.788
41285103,885.4096154,2185384.615
41285104,4847.133333,1850597.222
41285105,4794.703571,2954821.429
41285106,2631.747059,1880843.137
41285107,3493.592157,1391196.078
41285108,3205,360583.3333
41285109,2127.34,367360
41285110,2151.870968,310322.5806
41285111,1864.850746,373425.3731
41285112,3980.69697,396484.8485
41285113,2116.098936,409287.234
41287101,2664.136842,2803245.614
41287102,9228.011111,4808333.333
41287103,3313.308333,1907270.833
41287104,3739.986458,1685260.417
41287105,2030.139362,1007095.745
41287106,2330.298246,704263.1579
41287107,2031.767857,411848.2143
41287108,1973.757143,413142.8571
41290101,19906.66667,1123416.667
41290102,4290.866667,1928877.778
41290103,3822.115,2656391.667
41290104,2928.666667,852750
41290105,2503.493151,1904280.822
41290106,2483.792308,1583153.846
41290107,7733.853846,4917461.538
41290109,3049.5625,6092500
41290110,293.6166667,4928333.333
41310101,2358.259375,1820257.813
41310102,1144.487755,802500
41310103,5162.583871,2499685.484
41310104,2618.949495,2089171.717
41310105,617.00625,3469964.844
41310106,3154,1091225
41310107,1672.451923,1429923.077
41360101,4687.629032,1246529.839
41360102,4509.40566,1303214.151
41360103,2532.808333,962815.4762
41360104,1384.66129,714572.5806
41360105,2438.341463,453207.3171
41360106,2177.558824,620985.2941
41360108,1340.458333,912541.6667
41360109,1502.333333,127166.6667
41360110,805,263000
41360111,4787.991919,1610929.293
41360112,5885.319231,2504807.692
41360250,4951.109559,949529.0441
41360253,3937.405656,630134.1902
41360256,11939.38475,545762.2197
41360259,3607.025267,487607.2954
41360262,7637.328467,492752.9197
41360265,1279.1,1584375
41360310,11675.90392,508061.2745
41360340,4010.694981,168472.5869
41360360,10373.18788,248952.1212
41370101,780.227027,1628207.207
41370102,6883.970833,657875
41370103,821.1213483,1693112.36
41370104,950.5152174,1225880.435
41370105,851.0769231,837807.6923
41370106,3767.74,560300
41370107,4046.615,839475
41370108,402.0217391,1192695.652
41370109,871.5,967800
41370110,3326.503571,609428.5714
41370111,5600.23125,691343.75
41370112,1778.489286,550892.8571
41370113,2576.812903,846241.9355
41370114,4015.8375,340781.25
41370115,2408.416667,224083.3333
41370116,1966.1,339750
41370117,2420,466250
41370118,1842.69,418300
41370119,1402.285714,457357.1429
41370120,5247.746667,797866.6667
41370121,5984.675,1033833.333
41370122,2196.285714,671071.4286
41370123,3683.828571,599642.8571
41370124,1272.25,873850
41390101,1714.241,1737665
41390102,985.7630769,1844711.538
